individual,lifetime_reproduction,ImmGeneticAncestry,sex,ShotOrNot
2282,0,0.90625,Female,DeadNotShot
2283,0,0.5625,Female,Shot
2284,0,0.53125,Female,DeadNotShot
2285,0,0.71875,Male,DeadNotShot
2286,0,0.25,Male,DeadNotShot
2287,1,0.25,Female,DeadNotShot
2288,7,0.75,Female,DeadNotShot
2289,0,0.25,Female,DeadNotShot
2290,8,0.5,Female,DeadNotShot
2291,8,0.25,Female,DeadNotShot
2292,0,1,Male,Shot
2293,0,1,Male,DeadNotShot
2294,0,0.25390625,Male,Shot
2295,10,0,Female,DeadNotShot
2296,0,0,Male,Shot
2297,0,0,Male,DeadNotShot
2298,1,0.5,Male,Shot
2299,2,0,Female,DeadNotShot
2300,3,0,Male,DeadNotShot
2301,0,0,Female,DeadNotShot
2302,0,0,Male,DeadNotShot
2303,0,0,Female,DeadNotShot
2304,0,0,Male,DeadNotShot
2305,0,1,Male,DeadNotShot
2306,11,0,Female,DeadNotShot
2307,0,0.125,Male,DeadNotShot
2308,0,0.625,Male,DeadNotShot
2309,4,0.125,Female,DeadNotShot
2310,0,0.125,Female,DeadNotShot
2311,4,0.625,Male,DeadNotShot
2312,0,0.125,Female,DeadNotShot
2313,0,0.125,Male,DeadNotShot
2314,0,0,Male,DeadNotShot
2315,0,1,Male,DeadNotShot
2316,0,0,Male,DeadNotShot
2317,2,0,Female,DeadNotShot
2318,0,1,Male,DeadNotShot
2319,6,0.375,Female,DeadNotShot
2320,0,0.125,Male,DeadNotShot
2321,0,0.625,Male,Living
2322,0,0.5,Female,DeadNotShot
2323,7,0.40625,Female,Shot
2324,3,0.5,Female,DeadNotShot
2325,2,0.4375,Female,Shot
2326,0,0.265625,Female,DeadNotShot
2327,0,0.25,Female,DeadNotShot
2328,11,0.5,Female,DeadNotShot
2329,0,0.4375,Female,DeadNotShot
2330,0,0.3125,Male,DeadNotShot
2331,0,0.421875,Female,DeadNotShot
2332,0,0.40234375,Female,DeadNotShot
2333,0,0.40234375,Male,Living
2334,0,0.625,Male,DeadNotShot
2335,0,0.125,Male,DeadNotShot
2336,0,0.375,Female,DeadNotShot
2337,6,0.625,Female,DeadNotShot
2338,0,0.375,Male,DeadNotShot
2339,0,0.375,Female,DeadNotShot
2340,0,0.125,Female,DeadNotShot
2341,0,1,Male,DeadNotShot
2342,0,0,Female,DeadNotShot
2343,0,0,Female,DeadNotShot
2344,6,0,Female,DeadNotShot
2345,0,0,Male,DeadNotShot
2346,0,1,Male,Living
2347,0,1,Male,DeadNotShot
2348,0,1,Male,Living
2349,3,0,Female,DeadNotShot
2350,10,0.75,Female,Living
2351,0,0.25,Male,Shot
2352,6,0.453125,Female,Shot
2353,0,0.375,Female,DeadNotShot
2354,0,0.640625,Male,DeadNotShot
2355,0,0.65625,Male,Shot
2356,0,0.5625,Female,Shot
2357,1,0.5625,Female,Shot
2358,0,0.75,Female,DeadNotShot
2359,0,0.40625,Female,DeadNotShot
2360,0,0.25,Male,DeadNotShot
2361,11,0.25,Female,DeadNotShot
2362,4,0.75,Female,DeadNotShot
2363,0,0.375,Female,DeadNotShot
2364,0,0.25,Male,DeadNotShot
2365,0,0.5625,Female,DeadNotShot
2366,0,0.375,Female,DeadNotShot
2367,0,0.40625,Male,DeadNotShot
2368,0,0,Male,DeadNotShot
2369,1,0.84375,Female,Shot
2370,0,0,Male,DeadNotShot
2371,0,0,Male,DeadNotShot
2372,0,0,Male,DeadNotShot
2373,5,0,Female,DeadNotShot
2374,6,0.5,Female,DeadNotShot
2375,0,0,Male,Shot
2376,8,0.25,Female,DeadNotShot
2377,0,0,Male,DeadNotShot
2378,9,0,Female,DeadNotShot
2379,0,0,Female,DeadNotShot
2380,3,0,Female,DeadNotShot
2381,26,0.5,Male,DeadNotShot
2382,0,1,Male,DeadNotShot
2383,0,0,Male,DeadNotShot
2384,0,0,Male,DeadNotShot
2385,0,0.6640625,Female,Shot
2386,0,0.2265625,Male,DeadNotShot
2387,3,0.6875,Female,Living
2388,3,0.578125,Female,Living
2389,1,0.78125,Female,Living
2390,0,0.65625,Male,DeadNotShot
2391,0,0.65625,Male,DeadNotShot
2392,2,0.625,Male,DeadNotShot
2393,0,0.125,Female,DeadNotShot
2394,0,0.375,Male,Shot
2395,0,0.125,Male,DeadNotShot
2396,0,0.125,Female,DeadNotShot
2397,0,0.625,Male,DeadNotShot
2398,2,0.484375,Female,Living
2399,0,0.515625,Male,Living
2400,0,0.71875,Female,Living
2401,0,1,Male,DeadNotShot
2402,0,1,Male,DeadNotShot
2403,0,1,Male,DeadNotShot
2404,0,1,Male,DeadNotShot
2405,0,1,Male,DeadNotShot
2406,0,1,Male,DeadNotShot
2407,0,1,Male,DeadNotShot
2408,0,1,Male,DeadNotShot
2409,0,1,Male,DeadNotShot
2410,0,1,Male,DeadNotShot
2411,0,1,Male,DeadNotShot
2412,0,1,Male,DeadNotShot
2413,0,1,Male,DeadNotShot
2414,0,1,Male,DeadNotShot
2415,0,1,Male,DeadNotShot
2416,0,1,Male,DeadNotShot
2417,0,1,Male,DeadNotShot
2418,0,1,Male,DeadNotShot
2419,0,1,Male,DeadNotShot
2420,0,1,Male,DeadNotShot
2421,0,1,Male,DeadNotShot
2422,0,1,Male,DeadNotShot
2423,0,1,Male,DeadNotShot
2424,0,1,Male,DeadNotShot
2425,0,1,Male,DeadNotShot
2426,0,1,Male,DeadNotShot
2427,0,0.375,Male,Living
2428,0,0,Male,DeadNotShot
2429,2,0.5,Male,DeadNotShot
2430,1,0,Female,DeadNotShot
2431,1,0.5,Female,DeadNotShot
2432,6,0,Female,DeadNotShot
2433,3,0,Male,DeadNotShot
2434,0,0,Male,DeadNotShot
2435,0,0.5,Female,DeadNotShot
2436,0,0,Male,DeadNotShot
2437,0,0.25,Female,DeadNotShot
2438,0,0,Male,DeadNotShot
2439,3,0,Male,DeadNotShot
2440,0,0,Male,DeadNotShot
2441,0,0,Female,DeadNotShot
2442,0,0,Female,DeadNotShot
2443,0,1,Male,DeadNotShot
2444,0,1,Male,DeadNotShot
2445,0,0.8359375,Male,Living
2446,2,0.7421875,Female,Shot
2447,0,0.7109375,Female,Living
2448,0,0.7734375,Female,Living
2449,0,0.8984375,Male,Living
2450,0,0.125,Female,DeadNotShot
2451,0,0.25,Male,DeadNotShot
2452,6,0.625,Female,DeadNotShot
2453,3,0.25,Male,DeadNotShot
2454,0,0.25,Female,DeadNotShot
2455,0,0.40625,Male,DeadNotShot
2456,0,0,Male,DeadNotShot
2457,0,0,Male,DeadNotShot
2458,0,0,Female,DeadNotShot
2459,0,0,Female,DeadNotShot
2460,0,0,Female,DeadNotShot
2461,0,0,Female,DeadNotShot
2462,0,0.25,Male,DeadNotShot
2463,0,1,Male,DeadNotShot
2464,0,0,Male,DeadNotShot
2465,0,0.609375,Male,Shot
2466,0,0.2734375,Female,DeadNotShot
2467,0,0.75,Female,DeadNotShot
2468,4,0.5,Female,DeadNotShot
2469,0,0.5625,Female,DeadNotShot
2470,0,0.5,Male,DeadNotShot
2471,7,0.5,Female,DeadNotShot
2472,11,0.3125,Female,DeadNotShot
2473,0,0.625,Male,DeadNotShot
2474,0,0.46875,Female,DeadNotShot
2475,0,0.625,Male,Shot
2476,0,0.4375,Female,DeadNotShot
2477,0,0.875,Female,DeadNotShot
2478,0,0.375,Male,DeadNotShot
2479,0,0.875,Male,DeadNotShot
2480,1,0.5,Female,Shot
2481,8,1,Male,DeadNotShot
2482,0,0.40625,Female,DeadNotShot
2483,0,0.265625,Female,DeadNotShot
2484,0,0.375,Female,DeadNotShot
2485,0,0.3125,Male,DeadNotShot
2486,0,0.64453125,Male,Shot
2487,9,0,Female,DeadNotShot
2488,0,0.5,Male,DeadNotShot
2489,9,0.5,Female,DeadNotShot
2490,0,0.5,Male,DeadNotShot
2491,0,0.875,Male,DeadNotShot
2492,6,0.375,Female,DeadNotShot
2493,0,0.375,Male,DeadNotShot
2494,35,1,Male,DeadNotShot
2495,0,0.875,Female,Shot
2496,0,1,Male,DeadNotShot
2497,0,0.359375,Female,DeadNotShot
2498,0,0.484375,Male,DeadNotShot
2499,1,0.765625,Female,Living
2500,0,0.765625,Male,DeadNotShot
2501,0,0.765625,Female,Living
2502,0,0.59375,Female,Living
2503,0,0.59375,Male,DeadNotShot
2504,0,0.2890625,Female,Living
2505,1,0.6953125,Female,Living
2506,0,0.703125,Female,DeadNotShot
2507,0,0.921875,Male,Living
2508,0,0.421875,Male,DeadNotShot
2509,0,0.515625,Male,Living
2510,1,0.1875,Female,Living
2511,0,0.46875,Male,Living
2512,0,0.625,Male,DeadNotShot
2513,0,0.8125,Male,DeadNotShot
2514,0,0.53125,Male,DeadNotShot
2515,0,0.8125,Male,DeadNotShot
2516,0,0.9375,Female,DeadNotShot
2517,0,0.875,Female,DeadNotShot
2518,0,0.59375,Female,DeadNotShot
2519,0,0,Female,DeadNotShot
2520,0,0.25,Female,DeadNotShot
2521,0,0,Male,DeadNotShot
2522,0,0.3125,Male,DeadNotShot
2523,0,0.25,Male,DeadNotShot
2524,0,0.125,Male,DeadNotShot
2525,0,0.3125,Male,Shot
2526,7,0.65625,Female,DeadNotShot
2527,5,0.4375,Female,Living
2528,0,0.4375,Male,Living
2529,0,0.59375,Male,Shot
2530,1,0.34375,Female,Living
2531,0,0.4765625,Male,Living
2532,3,0.46875,Female,DeadNotShot
2533,0,0.359375,Female,DeadNotShot
2534,0,0.46875,Male,DeadNotShot
2535,5,0.375,Female,Living
2536,0,0.375,Female,DeadNotShot
2537,0,0.40625,Male,DeadNotShot
2538,0,0.53125,Female,DeadNotShot
2539,0,0.375,Female,DeadNotShot
2540,0,0.65625,Male,DeadNotShot
2541,3,0.25,Female,DeadNotShot
2542,7,0.75,Female,DeadNotShot
2543,1,0.25,Female,DeadNotShot
2544,5,0.75,Male,DeadNotShot
2545,0,0.25,Male,DeadNotShot
2546,0,0.5,Male,Shot
2547,1,0.75,Male,DeadNotShot
2548,0,0.75,Female,DeadNotShot
2549,0,0.75,Female,DeadNotShot
2550,0,1,Male,DeadNotShot
2551,0,0.671875,Female,DeadNotShot
2552,0,0.671875,Female,DeadNotShot
2553,0,0.546875,Male,DeadNotShot
2554,0,0.03125,Male,Shot
2555,7,0,Female,DeadNotShot
2556,0,0,Male,Shot
2557,0,0,Male,Shot
2558,4,0,Female,DeadNotShot
2559,0,0.375,Male,Shot
2560,0,0.8125,Male,DeadNotShot
2561,0,0.8125,Male,Shot
2562,0,0.3125,Male,Living
2563,0,0.3125,Female,Living
2564,0,0.6015625,Female,DeadNotShot
2565,0,0.5390625,Male,DeadNotShot
2566,0,0.5,Male,DeadNotShot
2567,1,1,Female,DeadNotShot
2568,0,0,Male,DeadNotShot
2569,0,0,Male,DeadNotShot
2570,0,1,Male,DeadNotShot
2571,0,0,Male,DeadNotShot
2572,1,1,Female,Shot
2573,0,0,Male,DeadNotShot
2574,0,0.796875,Male,Living
2575,1,0.65625,Female,DeadNotShot
2576,0,0.5,Male,DeadNotShot
2577,0,0.75,Male,DeadNotShot
2578,6,0.46875,Female,Shot
2579,0,0.78125,Male,Shot
2580,0,0.5625,Female,DeadNotShot
2581,0,0.71875,Male,Shot
2582,4,0.65625,Female,Shot
2583,0,0.28125,Male,DeadNotShot
2584,0,0.875,Male,DeadNotShot
2585,0,0.375,Male,DeadNotShot
2586,12,0.625,Female,DeadNotShot
2587,0,0.46875,Female,DeadNotShot
2588,2,0.34375,Female,Shot
2589,0,0.09375,Female,DeadNotShot
2590,0,0.78125,Male,Shot
2591,0,0.28125,Female,DeadNotShot
2592,4,0.59375,Male,DeadNotShot
2593,0,0.5625,Female,DeadNotShot
2594,0,0.609375,Male,DeadNotShot
2595,4,0.84375,Female,Living
2596,0,0.8125,Male,DeadNotShot
2597,0,0.90625,Male,DeadNotShot
2598,0,0.78125,Male,Shot
2599,5,0.890625,Female,Shot
2600,0,0.890625,Male,DeadNotShot
2601,0,0.859375,Female,DeadNotShot
2602,0,0.859375,Female,Shot
2603,0,0.953125,Female,DeadNotShot
2604,0,0.953125,Female,Shot
2605,0,0.953125,Male,Living
2606,0,0.953125,Male,Living
2607,0,0.5,Male,Shot
2608,0,0.71875,Male,DeadNotShot
2609,7,0.65625,Female,Shot
2610,0,0.59375,Male,Shot
2611,0,0.59375,Male,Shot
2612,1,0.34375,Female,Living
2613,0,0.40625,Female,Shot
2614,0,0.71875,Male,Shot
2615,2,0.21875,Female,Shot
2616,0,0.609375,Female,Shot
2617,0,0.71875,Female,Shot
2618,0,0.71875,Female,Shot
2619,0,0.71875,Female,Shot
2620,1,0.34375,Female,Shot
2621,0,0.5,Male,DeadNotShot
2622,0,0.5,Male,DeadNotShot
2623,8,0.5,Female,DeadNotShot
2624,5,0.625,Female,DeadNotShot
2625,0,0.5,Male,DeadNotShot
2626,0,0.5,Male,DeadNotShot
2627,2,0,Female,DeadNotShot
2628,1,1,Female,DeadNotShot
2629,17,1,Male,DeadNotShot
2630,0,0,Female,DeadNotShot
2631,0,0,Male,DeadNotShot
2632,0,0,Female,DeadNotShot
2633,8,0.25,Female,DeadNotShot
2634,0,0.5,Male,DeadNotShot
2635,1,1,Female,DeadNotShot
2636,8,0,Female,DeadNotShot
2637,0,0,Male,DeadNotShot
2638,4,0,Female,DeadNotShot
2639,2,1,Female,DeadNotShot
2640,0,0,Male,DeadNotShot
2641,0,0,Male,DeadNotShot
2642,3,0,Female,DeadNotShot
2643,0,0.7109375,Female,DeadNotShot
2644,0,0.7109375,Male,DeadNotShot
2645,3,0,Female,DeadNotShot
2646,0,0,Female,DeadNotShot
2647,2,0,Female,DeadNotShot
2648,0,0,Male,DeadNotShot
2649,5,0,Female,Shot
2650,0,0,Male,DeadNotShot
2651,0,0,Male,DeadNotShot
2652,0,0.25,Male,DeadNotShot
2653,3,1,Female,DeadNotShot
2654,3,0,Female,DeadNotShot
2655,9,0,Female,DeadNotShot
2656,5,0,Female,DeadNotShot
2657,5,0,Female,DeadNotShot
2658,0,0,Male,DeadNotShot
2659,0,0,Female,DeadNotShot
2660,8,0,Female,DeadNotShot
2661,0,0,Female,DeadNotShot
2662,0,0,Male,DeadNotShot
2663,8,0,Female,DeadNotShot
2664,0,0.25,Male,DeadNotShot
2665,1,0,Male,DeadNotShot
2666,0,0.25,Male,DeadNotShot
2667,0,0,Male,DeadNotShot
2668,0,0.25,Male,DeadNotShot
2669,1,0,Female,DeadNotShot
2670,0,0.25,Female,DeadNotShot
2671,4,0,Female,DeadNotShot
2672,0,0,Male,DeadNotShot
2673,0,0,Male,DeadNotShot
2674,0,0,Female,DeadNotShot
2675,0,0,Male,DeadNotShot
2676,0,0,Male,DeadNotShot
2677,2,1,Female,DeadNotShot
2678,2,1,Female,DeadNotShot
2679,1,0.5,Female,DeadNotShot
2680,0,1,Male,DeadNotShot
2681,1,1,Female,DeadNotShot
2682,0,1,Male,DeadNotShot
2683,6,0.5,Female,DeadNotShot
2684,0,0.5,Male,Shot
2685,0,0.5,Male,DeadNotShot
2686,4,0,Female,DeadNotShot
2687,0,0,Female,DeadNotShot
2688,0,0.65625,Male,Shot
2689,0,0.15625,Male,DeadNotShot
2690,15,0.25,Male,DeadNotShot
2691,7,0.25,Female,Living
2692,11,0.28125,Male,DeadNotShot
2693,0,0.25,Male,DeadNotShot
2694,0,0.46875,Male,DeadNotShot
2695,0,0.34375,Male,Shot
2696,2,0.3125,Male,Shot
2697,0,0.21875,Male,Shot
2698,8,0,Female,DeadNotShot
2699,4,0,Female,DeadNotShot
2700,5,0,Female,DeadNotShot
2701,8,0.5,Female,DeadNotShot
2702,0,0.25,Male,DeadNotShot
2703,5,0.25,Female,DeadNotShot
2704,0,0,Female,DeadNotShot
2705,0,0,Female,DeadNotShot
2706,0,0,Male,DeadNotShot
2707,0,0,Female,DeadNotShot
2708,8,0,Female,DeadNotShot
2709,9,0.640625,Male,Living
2710,3,0.578125,Male,Living
2711,0,0.359375,Male,Shot
2712,0,0.453125,Female,DeadNotShot
2713,0,0.265625,Male,DeadNotShot
2714,4,0.65625,Female,DeadNotShot
2715,0,0.625,Female,DeadNotShot
2716,0,0.4140625,Male,DeadNotShot
2717,0,0.6015625,Female,DeadNotShot
2718,0,0.2265625,Male,DeadNotShot
2719,4,0.5625,Male,DeadNotShot
2720,0,0.5625,Female,DeadNotShot
2721,0,0.5625,Male,DeadNotShot
2722,0,0.6875,Male,DeadNotShot
2723,0,0.375,Female,DeadNotShot
2724,0,0.625,Female,DeadNotShot
2725,0,0.75,Male,DeadNotShot
2726,0,0.4375,Male,DeadNotShot
2727,0,1,Male,DeadNotShot
2728,0,0.75,Male,DeadNotShot
2729,0,0.5,Male,Shot
2730,5,0.5625,Female,Living
2731,2,0.5625,Female,Living
2732,0,0.734375,Male,DeadNotShot
2733,0,0.375,Female,DeadNotShot
2734,0,0.375,Male,DeadNotShot
2735,0,0.375,Male,DeadNotShot
2736,0,0.375,Male,DeadNotShot
2737,0,0.375,Male,DeadNotShot
2738,0,0.375,Female,DeadNotShot
2739,0,0,Male,DeadNotShot
2740,1,0.5,Male,DeadNotShot
2741,7,0.25,Female,DeadNotShot
2742,0,0.75,Male,DeadNotShot
2743,0,0.25,Male,DeadNotShot
2744,6,0.5,Female,DeadNotShot
2745,1,0.25,Male,DeadNotShot
2746,11,0.5,Female,Shot
2747,0,0.25,Male,Shot
2748,6,0.5,Female,Shot
2749,8,0,Female,DeadNotShot
2750,0,0.5,Male,DeadNotShot
2751,0,0.5,Male,DeadNotShot
2752,0,0,Female,DeadNotShot
2753,0,0.46875,Male,DeadNotShot
2754,1,0,Male,DeadNotShot
2755,7,0,Female,DeadNotShot
2756,0,0,Male,DeadNotShot
2757,4,0,Female,DeadNotShot
2758,0,0,Male,DeadNotShot
2759,0,0,Male,DeadNotShot
2760,0,0,Male,DeadNotShot
2761,0,0,Male,DeadNotShot
2762,0,0,Male,DeadNotShot
2763,0,0.0625,Female,DeadNotShot
2764,0,0.0625,Male,DeadNotShot
2765,0,0.0625,Male,DeadNotShot
2766,1,0.0625,Female,DeadNotShot
2767,0,0.0625,Male,DeadNotShot
2768,0,0.0625,Female,DeadNotShot
2769,6,0.125,Female,DeadNotShot
2770,5,0.25,Female,Shot
2771,0,0.375,Male,Shot
2772,0,0,Male,DeadNotShot
2773,0,0.546875,Male,DeadNotShot
2774,0,1,Male,DeadNotShot
2775,2,0.4140625,Female,Shot
2776,0,0.3828125,Male,Shot
2777,0,0.6953125,Male,Living
2778,0,0.671875,Male,Living
2779,2,0.4140625,Female,Living
2780,0,0.6015625,Female,DeadNotShot
2781,0,0.3984375,Female,Living
2782,0,0.2578125,Female,Living
2783,0,0.7578125,Male,Living
2784,0,0.53125,Female,DeadNotShot
2785,0,0.75,Male,DeadNotShot
2786,0,0.5,Male,DeadNotShot
2787,0,0.625,Male,DeadNotShot
2788,0,0.6875,Male,DeadNotShot
2789,0,0.6953125,Female,DeadNotShot
2790,0,0.53125,Male,DeadNotShot
2791,0,0.53125,Male,Living
2792,3,0.59375,Female,Shot
2793,4,0.59375,Male,Shot
2794,3,0.8125,Female,Living
2795,0,0.875,Female,Shot
2796,1,0.375,Female,Living
2797,0,1,Male,DeadNotShot
2798,0,0,Female,DeadNotShot
2799,0,0,Male,DeadNotShot
2800,0,0.59375,Female,Shot
2801,0,0.90625,Male,DeadNotShot
2802,0,0.90625,Male,Shot
2803,0,0.34375,Female,DeadNotShot
2804,10,0.5625,Female,Living
2805,0,0.4375,Male,Shot
2806,0,0.5,Male,DeadNotShot
2807,0,0.53125,Female,DeadNotShot
2808,0,0.53125,Male,DeadNotShot
2809,0,0.5,Male,DeadNotShot
2810,0,0.375,Female,DeadNotShot
2811,5,0.28125,Female,DeadNotShot
2812,0,1,Male,DeadNotShot
2813,0,1,Male,DeadNotShot
2814,0,0.75,Male,DeadNotShot
2815,0,0.5625,Male,DeadNotShot
2816,0,0.0625,Female,DeadNotShot
2817,0,1,Male,Living
2818,1,0,Male,Shot
2819,0,1,Male,DeadNotShot
2820,21,0.8125,Male,DeadNotShot
2821,0,0,Male,DeadNotShot
2822,0,0,Male,DeadNotShot
2823,0,0.59375,Male,DeadNotShot
2824,0,0.53125,Male,Shot
2825,0,0,Male,DeadNotShot
2826,0,0,Male,DeadNotShot
2827,9,0,Female,DeadNotShot
2828,0,0,Female,DeadNotShot
2829,1,0,Male,DeadNotShot
2830,0,0,Male,DeadNotShot
2831,0,0,Male,DeadNotShot
2832,0,0.25,Male,DeadNotShot
2833,0,0.125,Male,DeadNotShot
2834,0,0.125,Male,DeadNotShot
2835,0,0,Male,DeadNotShot
2836,1,0.25,Female,DeadNotShot
2837,0,0.5,Male,DeadNotShot
2838,0,0,Female,DeadNotShot
2839,0,0.078125,Female,DeadNotShot
2840,0,0.5,Female,DeadNotShot
2841,2,1,Female,DeadNotShot
2842,0,0,Male,DeadNotShot
2843,8,0.5,Male,DeadNotShot
2844,0,0,Male,DeadNotShot
2845,0,0,Female,DeadNotShot
2846,0,0,Male,Shot
2847,2,0,Female,DeadNotShot
2848,0,0,Male,DeadNotShot
2849,0,0,Female,DeadNotShot
2850,0,0.453125,Female,Shot
2851,0,1,Male,DeadNotShot
2852,1,0.75,Female,Shot
2853,1,0.5,Female,DeadNotShot
2854,8,0.5,Male,DeadNotShot
2855,4,0.5,Female,DeadNotShot
2856,0,0.25,Male,DeadNotShot
2857,7,0.5625,Female,DeadNotShot
2858,0,0.265625,Male,DeadNotShot
2859,0,0.0625,Female,DeadNotShot
2860,2,0.0625,Female,DeadNotShot
2861,0,0.3125,Female,Shot
2862,7,0.0625,Female,Shot
2863,0,0.375,Male,Shot
2864,0,0.4375,Female,DeadNotShot
2865,16,0.5,Male,DeadNotShot
2866,3,0.75,Female,DeadNotShot
2867,2,0.25,Female,DeadNotShot
2868,0,0.25,Male,DeadNotShot
2869,9,0.625,Female,DeadNotShot
2870,16,0.75,Male,Shot
2871,0,0.5,Female,DeadNotShot
2872,5,0.375,Female,DeadNotShot
2873,0,0.75,Male,DeadNotShot
2874,0,0,Male,DeadNotShot
2875,0,0.71875,Female,DeadNotShot
2876,0,0.71875,Female,DeadNotShot
2877,0,0.4453125,Male,DeadNotShot
2878,0,0.8125,Male,Shot
2879,0,0.8125,Male,Shot
2880,0,0.609375,Female,Living
2881,0,0.609375,Male,Living
2882,0,0.8125,Female,Living
2883,0,0.6875,Female,Living
2884,0,0.78125,Female,DeadNotShot
2885,1,0.46875,Female,DeadNotShot
2886,0,0.4375,Female,DeadNotShot
2887,0,0.71875,Female,DeadNotShot
2888,2,0.40625,Female,DeadNotShot
2889,4,0.6875,Female,Living
2890,0,0.71875,Female,DeadNotShot
2891,0,0.65625,Male,DeadNotShot
2892,1,0.78125,Female,Shot
2893,5,0.0625,Female,DeadNotShot
2894,2,0.1875,Male,DeadNotShot
2895,0,0.0625,Male,DeadNotShot
2896,0,0.625,Female,DeadNotShot
2897,0,0.375,Female,DeadNotShot
2898,0,0.21875,Male,DeadNotShot
2899,0,0.71875,Male,DeadNotShot
2900,0,0.71875,Male,DeadNotShot
2901,0,0.625,Male,Living
2902,5,0.375,Female,DeadNotShot
2903,1,0.75,Female,DeadNotShot
2904,0,0.625,Male,DeadNotShot
2905,0,0.5625,Male,DeadNotShot
2906,0,0.8125,Male,Shot
2907,0,1,Male,DeadNotShot
2908,0,0.375,Male,DeadNotShot
2909,3,0.5,Female,DeadNotShot
2910,0,1,Male,Shot
2911,2,0.46875,Female,Living
2912,0,0.375,Male,DeadNotShot
2913,0,0.46875,Male,Living
2914,0,0.3125,Male,Living
2915,0,0.21875,Male,Living
2916,0,0.3515625,Female,DeadNotShot
2917,0,0,Male,DeadNotShot
2918,0,0,Male,DeadNotShot
2919,0,0.5,Male,DeadNotShot
2920,0,0,Male,DeadNotShot
2921,0,0,Male,DeadNotShot
2922,0,0.5,Male,Shot
2923,0,0.5,Female,DeadNotShot
2924,2,0.5,Female,DeadNotShot
2925,0,0.5,Male,DeadNotShot
2926,0,0.5,Male,Shot
2927,15,1,Male,DeadNotShot
2928,0,1,Male,Shot
2929,1,0.5,Female,DeadNotShot
2930,9,1,Female,DeadNotShot
2931,0,0.5,Male,DeadNotShot
2932,0,0.5,Female,DeadNotShot
2933,15,1,Female,DeadNotShot
2934,0,0.25,Male,Shot
2935,7,0.25,Male,DeadNotShot
2936,4,0,Female,Shot
2937,0,0.375,Female,Shot
2938,0,0.5,Male,Shot
2939,1,0.1875,Female,DeadNotShot
2940,2,0.5625,Male,DeadNotShot
2941,0,0.46875,Female,DeadNotShot
2942,0,0.3125,Female,DeadNotShot
2943,0,0.59375,Female,DeadNotShot
2944,3,0.8125,Female,DeadNotShot
2945,0,0.8125,Male,Shot
2946,0,0.5,Male,DeadNotShot
2947,1,0.4375,Female,Shot
2948,0,0.75,Male,DeadNotShot
2949,0,0.25,Male,DeadNotShot
2950,0,0.25,Male,DeadNotShot
2951,0,0.25,Female,DeadNotShot
2952,0,0.25,Male,DeadNotShot
2953,0,0.15625,Male,DeadNotShot
2954,0,0.25,Male,Shot
2955,0,0.34375,Male,Shot
2956,5,0.40625,Female,DeadNotShot
2957,5,0.5,Female,Living
2958,0,0.5,Male,Living
2959,0,0.1875,Male,Living
2960,0,0.234375,Male,DeadNotShot
2961,0,0.6640625,Male,DeadNotShot
2962,0,0.3203125,Female,DeadNotShot
2963,0,1,Male,DeadNotShot
2964,0,1,Male,Living
2965,7,0.46875,Female,DeadNotShot
2966,0,0.375,Female,DeadNotShot
2967,0,0.59375,Female,DeadNotShot
2968,0,0.71875,Male,DeadNotShot
2969,0,0.53125,Female,DeadNotShot
2970,0,0.46875,Male,Shot
2971,5,0.375,Female,Living
2972,0,0.59375,Male,DeadNotShot
2973,0,0.625,Male,DeadNotShot
2974,0,0.875,Male,DeadNotShot
2975,8,0.875,Female,DeadNotShot
2976,0,0.625,Male,DeadNotShot
2977,0,0.375,Male,DeadNotShot
2978,0,0.6875,Male,DeadNotShot
2979,1,0.375,Male,DeadNotShot
2980,0,0.375,Male,Shot
2981,0,0.125,Female,DeadNotShot
2982,0,1,Male,DeadNotShot
2983,0,1,Male,DeadNotShot
2984,0,1,Male,DeadNotShot
2985,4,0.25,Female,Shot
2986,0,0.25,Male,Shot
2987,0,0.5,Male,Shot
2988,0,0.5,Male,Shot
2989,1,0.625,Male,Shot
2990,0,0.625,Female,DeadNotShot
2991,0,0.6875,Male,DeadNotShot
2992,0,0.6015625,Female,DeadNotShot
2993,2,0.375,Female,Living
2994,0,0.5,Female,Living
2995,0,0.421875,Female,DeadNotShot
2996,0,0.78125,Male,DeadNotShot
2997,0,0.78125,Female,DeadNotShot
2998,0,0.78125,Male,DeadNotShot
2999,0,0.78125,Female,DeadNotShot
3000,0,0.53125,Female,DeadNotShot
3001,0,0.5625,Male,DeadNotShot
3002,6,0.65625,Female,Living
3003,0,0.625,Male,DeadNotShot
3004,0,0.71875,Male,DeadNotShot
3005,0,0.703125,Male,Living
3006,0,0.296875,Male,DeadNotShot
3007,0,0.4375,Male,Shot
3008,0,0.5,Male,DeadNotShot
3009,1,1,Female,DeadNotShot
3010,7,0.75,Female,Shot
3011,0,0.75,Male,DeadNotShot
3012,0,0.25,Male,Shot
3013,2,0.75,Male,DeadNotShot
3014,2,0.25,Female,Shot
3015,0,0.25,Male,DeadNotShot
3016,1,0.75,Male,Shot
3017,2,0.75,Male,DeadNotShot
3018,0,0.25,Female,DeadNotShot
3019,0,0.25,Female,DeadNotShot
3020,0,0,Male,DeadNotShot
3021,0,0,Male,DeadNotShot
3022,0,0.5,Female,DeadNotShot
3023,0,0.5,Male,DeadNotShot
3024,0,0.5,Male,DeadNotShot
3025,0,0.125,Male,DeadNotShot
3026,0,0.25,Male,DeadNotShot
