"","year","degree","obs.days.freq","obs.days.dur","obs.norm","sex","age","anon.id"
"1308",2013,9,2,9,1.5,"male","adult","3fd5a629"
"1309",2015,57,2,39,1,"male","adult","3fd5a629"
"1310",2011,8,1,NA,1,"male","adult","3fd5a629"
"1311",2015,28,7,18.8333333333333,1.57142857142857,"female","adult","7692e508"
"1312",2011,29,3,25.5,1,"female","adult","7692e508"
"1313",2013,52,6,34.6,1.16666666666667,"female","adult","7692e508"
"1314",2014,29,7,18.1666666666667,1.42857142857143,"female","adult","7692e508"
"1315",2012,8,1,NA,1,"female","adult","7692e508"
"1316",2014,7,3,37.5,1,"female","adult","4e502417"
"1317",2013,1,3,36.5,1,"female","adult","4e502417"
"1318",2015,15,5,27.75,1.2,"female","adult","4e502417"
"1319",2011,25,4,29.6666666666667,1.5,"female","juvenile","4e502417"
"1320",2012,6,1,NA,1,NA,"adult","f97b6df3"
"1321",2011,8,1,NA,1,NA,"adult","f97b6df3"
"1322",2013,2,1,NA,2,"male","adult","c1b9acec"
"1323",2011,18,1,NA,1,"male","adult","c1b9acec"
"1324",2012,17,2,1,1,"male","calf","88feefcd"
"1325",2013,1,1,NA,1,"male","calf","88feefcd"
"1326",2011,6,2,51,1,"male",NA,"88feefcd"
"1327",2011,18,1,NA,1,"female","adult","b03c2ed2"
"1328",2012,18,1,NA,1,"female","adult","b03c2ed2"
"1329",2013,6,3,68.5,1,"female","adult","b03c2ed2"
"1330",2012,11,2,29,1,"male","adult","1a70698f"
"1331",2015,80,4,18.6666666666667,1,"male","adult","1a70698f"
"1332",2011,10,1,NA,1,"male","adult","1a70698f"
"1333",2013,10,2,7,1,"male","adult","1a70698f"
"1334",2014,18,2,12,1.5,"male","adult","1a70698f"
"1335",2011,3,2,82,1,"male","juvenile","22b2a890"
"1336",2012,8,1,NA,1,"male","juvenile","22b2a890"
"1337",2011,2,1,NA,1,NA,"juvenile","6bf5ebb1"
"1338",2013,24,4,56.3333333333333,1,NA,"adult","53372aae"
"1339",2011,7,NA,NA,NA,NA,"juvenile","53372aae"
"1340",2015,4,1,NA,1,NA,"adult","53372aae"
"1341",2014,18,3,4.5,1.33333333333333,"male","adult","ded27e38"
"1342",2011,24,5,41,1,"male","adult","ded27e38"
"1343",2013,28,7,19.6666666666667,1.14285714285714,"male","adult","ded27e38"
"1344",2012,36,8,18.4285714285714,1.125,"male","adult","ded27e38"
"1345",2014,8,2,6,1,"male","adult","e610bf27"
"1346",2011,22,2,88,1,"male","adult","e610bf27"
"1347",2012,34,7,21.5,1.28571428571429,"male","adult","e610bf27"
"1348",2013,24,8,18.4285714285714,1.125,"male","adult","e610bf27"
"1349",2015,6,2,21,1,"male","adult","e610bf27"
"1350",2012,4,2,23,1,"female","adult","af57fc06"
"1351",2015,13,5,33.75,1,"female","adult","af57fc06"
"1352",2013,5,2,99,1,"female","adult","af57fc06"
"1353",2011,11,1,NA,1,"female","adult","af57fc06"
"1354",2011,23,3,49,1,"male","adult","97953d19"
"1355",2014,11,2,32,1,"male","adult","97953d19"
"1356",2012,12,1,NA,2,"male","adult","97953d19"
"1357",2015,78,2,36,1,"male","adult","97953d19"
"1358",2013,19,4,27.6666666666667,1,"male","adult","97953d19"
"1359",2011,22,3,25,1,"female","adult","3dd97a44"
"1360",2012,8,1,NA,1,"female","adult","3dd97a44"
"1361",2014,29,2,106,1,"female","adult","3dd97a44"
"1362",2013,31,3,70,1.33333333333333,"female","adult","3dd97a44"
"1363",2015,1,2,6,1,"male","adult","051bbb5b"
"1364",2012,4,2,48,1,"male","adult","051bbb5b"
"1365",2014,13,4,43.6666666666667,1.25,"male","adult","051bbb5b"
"1366",2011,5,1,NA,1,"male","adult","051bbb5b"
"1367",2011,1,2,27,1,"female","adult","4c5cf87a"
"1368",2013,19,3,68.5,1.33333333333333,"female","adult","4c5cf87a"
"1369",2012,18,1,NA,1,"female","adult","4c5cf87a"
"1370",2015,18,3,49,1.33333333333333,"female","adult","4c5cf87a"
"1371",2013,10,5,43.75,1.4,"female","juvenile","749e3965"
"1372",2015,98,22,8.47619047619048,1.18181818181818,"female","juvenile","749e3965"
"1373",2012,21,5,24.75,1,"female","juvenile","749e3965"
"1374",2014,11,6,35,1,"female","juvenile","749e3965"
"1375",2011,8,5,27,1,"female","juvenile","749e3965"
"1376",2015,57,9,22.875,1.22222222222222,"male","juvenile","c3b57081"
"1377",2012,39,19,7.88888888888889,1.15789473684211,"male","calf","c3b57081"
"1378",2014,28,4,22.3333333333333,1.25,"male","calf","c3b57081"
"1379",2013,60,16,13.2,1.25,"male","calf","c3b57081"
"1380",2011,64,17,11.4375,1.11764705882353,"male","calf","c3b57081"
"1381",2014,18,4,36.3333333333333,1.25,"female","adult","fb77b19e"
"1382",2013,49,7,28.1666666666667,1.28571428571429,"female","adult","fb77b19e"
"1383",2011,38,5,36.5,1,"female","adult","fb77b19e"
"1384",2015,52,4,48,1,"female","adult","fb77b19e"
"1385",2012,33,4,32,1,"female","adult","fb77b19e"
"1386",2013,36,7,24.8333333333333,1,"female","adult","b230f2bf"
"1387",2015,16,4,32.6666666666667,1,"female","adult","b230f2bf"
"1388",2012,43,8,15.2857142857143,1.125,"female","adult","b230f2bf"
"1389",2011,29,4,64.6666666666667,1,"female","adult","b230f2bf"
"1390",2013,20,4,56.3333333333333,1,"male","adult","8af233a0"
"1391",2011,20,2,81,1,"male","adult","8af233a0"
"1392",2012,17,2,20,1,"male","adult","8af233a0"
"1393",2014,5,1,NA,1,"male","adult","8af233a0"
"1394",2013,17,3,70,1,"male","adult","20be74fd"
"1395",2011,20,2,81,1,"male","adult","20be74fd"
"1396",2012,15,4,38.3333333333333,1,"male","adult","20be74fd"
"1397",2013,58,21,9.65,1.38095238095238,"male","adult","187cb5e2"
"1398",2011,39,14,13.0769230769231,1.14285714285714,"male","adult","187cb5e2"
"1399",2012,36,10,13.2222222222222,1.4,"male","adult","187cb5e2"
"1400",2015,74,39,5.47368421052632,1.38461538461538,"male","adult","187cb5e2"
"1401",2014,57,12,16.9090909090909,1.16666666666667,"male","adult","187cb5e2"
"1402",2013,60,9,20.5,1.22222222222222,"female","adult","513bf6c3"
"1403",2014,30,5,34.5,1.2,"female","adult","513bf6c3"
"1404",2012,5,2,12,1,"female","adult","513bf6c3"
"1405",2011,26,4,35,1,"female","adult","513bf6c3"
"1406",2015,41,10,25.3333333333333,1,"female","adult","513bf6c3"
"1407",2011,2,1,NA,1,NA,"adult","69f937dc"
"1408",2012,18,1,NA,1,NA,"adult","69f937dc"
"1409",2013,5,2,129,1,NA,"adult","69f937dc"
"1410",2015,5,1,NA,1,NA,"adult","69f937dc"
"1411",2011,26,3,37,1,"male","adult","918059ae"
"1412",2013,35,6,36,1,"male","adult","918059ae"
"1413",2015,6,2,4,1,"male","adult","918059ae"
"1414",2012,29,4,14,1,"male","adult","918059ae"
"1415",2014,12,6,35,1,"male","adult","918059ae"
"1416",2014,9,1,NA,1,NA,"juvenile","a94298b1"
"1417",2015,4,2,2,1,NA,"juvenile","a94298b1"
"1418",2012,8,1,NA,1,NA,"juvenile","a94298b1"
"1419",2011,9,1,NA,1,NA,"calf","a94298b1"
"1420",2013,2,1,NA,1,NA,"juvenile","a94298b1"
"1421",2012,4,1,NA,1,"male","adult","e005db90"
"1422",2015,57,2,39,1.5,"male","adult","e005db90"
"1423",2011,8,NA,NA,NA,"male","adult","e005db90"
"1424",2013,4,3,45.5,1.33333333333333,"male","adult","e005db90"
"1425",2014,4,1,NA,1,"male","adult","d8c71a8f"
"1426",2011,4,1,NA,1,"male","adult","d8c71a8f"
"1427",2013,15,4,23.3333333333333,1.25,"male","adult","d8c71a8f"
"1428",2013,36,6,28.8,1.33333333333333,NA,"juvenile","728b5dd2"
"1429",2015,58,3,50.5,1.66666666666667,NA,"juvenile","728b5dd2"
"1430",2011,6,1,NA,1,NA,"juvenile","728b5dd2"
"1431",2013,56,15,13.4285714285714,1.13333333333333,"male","adult","4a499ccd"
"1432",2014,57,10,19.3333333333333,1.3,"male","adult","4a499ccd"
"1433",2011,64,12,17.7272727272727,1,"male","adult","4a499ccd"
"1434",2012,30,8,18.1428571428571,1.125,"male","adult","4a499ccd"
"1435",2015,47,12,20,1.33333333333333,"male","adult","4a499ccd"
"1436",2012,10,3,65.5,1,"female","adult","030edfec"
"1437",2011,13,2,106,1,"female","adult","030edfec"
"1438",2013,20,8,21.5714285714286,1.125,"female","adult","030edfec"
"1439",2015,27,6,26.8,1,"female","adult","030edfec"
"1440",2011,29,3,60,1.33333333333333,"male","adult","3bcc1ef3"
"1441",2013,19,3,84.5,1.66666666666667,"male","adult","3bcc1ef3"
"1442",2015,23,6,27.4,1,"male","adult","3bcc1ef3"
"1443",2012,42,5,32.75,1.2,"male","adult","3bcc1ef3"
"1444",2011,8,1,NA,1,"female","adult","8ce75717"
"1445",2012,6,1,NA,1,NA,"adult","b4259608"
"1446",2011,18,1,NA,1,NA,"adult","b4259608"
"1447",2015,57,1,NA,1,NA,"adult","b4259608"
"1448",2014,17,3,11.5,1,"female","juvenile","fd62d529"
"1449",2011,21,2,51,1,"female","calf","fd62d529"
"1450",2013,3,1,NA,1,"female","calf","fd62d529"
"1451",2015,5,1,NA,1,"female","juvenile","fd62d529"
"1452",2012,5,1,NA,1,"female","calf","fd62d529"
"1453",2013,60,15,10.7857142857143,1.4,"female","adult","c5a01436"
"1454",2011,29,5,30,1.2,"female","juvenile","c5a01436"
"1455",2014,42,2,1,1.5,"female","adult","c5a01436"
"1456",2012,21,7,19.1666666666667,1.14285714285714,"female","juvenile","c5a01436"
"1457",2015,56,13,12.5,1.15384615384615,"female","adult","c5a01436"
"1458",2011,27,3,25.5,1,NA,"calf","6fec536b"
"1459",2013,36,3,51,1,NA,"calf","6fec536b"
"1460",2012,1,1,NA,1,NA,"calf","6fec536b"
"1461",2015,1,2,129,1,NA,"juvenile","6fec536b"
"1462",2011,22,2,98,1,"female","adult","572e9274"
"1463",2013,10,1,NA,1,"female","adult","572e9274"
"1464",2014,21,3,27.5,1.33333333333333,"female","adult","572e9274"
"1465",2012,6,1,NA,1,"female","adult","572e9274"
"1466",2015,65,6,18.4,1.33333333333333,"female","adult","572e9274"
"1467",2011,10,1,NA,1,"female","adult","1e69d155"
"1468",2015,3,1,NA,1,"female","adult","26ab104a"
"1469",2014,1,1,NA,1,"female","adult","26ab104a"
"1470",2011,12,5,43,1.2,"female","adult","26ab104a"
"1471",2013,33,8,20.4285714285714,1,"female","adult","26ab104a"
"1472",2012,37,18,6.58823529411765,1.05555555555556,"female","adult","ab4e44dc"
"1473",2015,82,34,6.72727272727273,1.23529411764706,"female","adult","ab4e44dc"
"1474",2013,94,26,7.84,1.42307692307692,"female","adult","ab4e44dc"
"1475",2014,52,10,21.3333333333333,1,"female","adult","ab4e44dc"
"1476",2011,61,9,17.625,1,"female","adult","ab4e44dc"
"1477",2013,17,3,38,1,"female","calf","938c85c3"
"1478",2015,1,1,NA,1,"female","calf","938c85c3"
"1479",2012,2,2,18,1,"female","calf","938c85c3"
"1480",2011,11,1,NA,2,"female",NA,"938c85c3"
"1481",2014,16,2,10,1,"female","calf","dacbc6e2"
"1482",2012,16,5,22.25,1.2,"female","calf","dacbc6e2"
"1483",2013,30,6,34,1.33333333333333,"female","calf","dacbc6e2"
"1484",2015,1,2,4,1.5,"female","juvenile","dacbc6e2"
"1485",2011,11,1,NA,1,"female","calf","dacbc6e2"
"1486",2014,11,2,16,1,"male","adult","e20907fd"
"1487",2012,24,3,55,1,"male","adult","e20907fd"
"1488",2013,16,6,33.6,1.16666666666667,"male","adult","e20907fd"
"1489",2011,9,4,49.6666666666667,1,"male","adult","e20907fd"
"1490",2012,30,6,15,1,"male","adult","484540a0"
"1491",2015,6,4,2,1,"male","adult","484540a0"
"1492",2014,14,8,25.4285714285714,1.375,"male","adult","484540a0"
"1493",2013,36,6,34.8,1,"male","adult","484540a0"
"1494",2011,24,2,29,1,"male","adult","484540a0"
"1495",2011,8,1,NA,1,NA,"calf","708781bf"
"1496",2015,1,1,NA,1,NA,"juvenile","39c0c29e"
"1497",2011,5,1,NA,1,NA,"calf","39c0c29e"
"1498",2011,12,1,NA,1,"male","adult","01020381"
"1499",2014,11,1,NA,1,"male","adult","01020381"
"1500",2013,17,3,41.5,1,"male","adult","01020381"
"1501",2015,78,3,28,1,"male","adult","01020381"
"1502",2012,12,1,NA,2,"male","adult","01020381"
"1503",2011,30,3,21.5,1.33333333333333,NA,NA,"b6294a65"
"1504",2012,13,2,93,1.5,NA,"calf","b6294a65"
"1505",2011,4,2,70,1,"male","adult","8eeb8b7a"
"1506",2012,3,1,NA,1,"male","adult","8eeb8b7a"
"1507",2015,4,1,NA,1,"male","adult","8eeb8b7a"
"1508",2014,4,1,NA,1,"male","adult","8eeb8b7a"
"1509",2013,8,3,29.5,1,"male","adult","8eeb8b7a"
"1510",2013,58,17,11.75,1.29411764705882,"female","adult","c7acc85b"
"1511",2014,51,10,16.2222222222222,1.2,"female","adult","c7acc85b"
"1512",2015,70,27,6.96153846153846,1.18518518518519,"female","adult","c7acc85b"
"1513",2011,47,11,16.9,1,"female","adult","c7acc85b"
"1514",2012,36,11,12.8,1.09090909090909,"female","adult","c7acc85b"
"1515",2013,52,16,12.3333333333333,1.375,"female","adult","ff6e0944"
"1516",2011,44,6,17.2,1,"female","adult","ff6e0944"
"1517",2014,43,8,19.8571428571429,1.25,"female","adult","ff6e0944"
"1518",2012,46,9,11.25,1.11111111111111,"female","adult","ff6e0944"
"1519",2015,69,16,12.9333333333333,1.125,"female","adult","ff6e0944"
"1520",2013,42,13,14.75,1.38461538461538,NA,"calf","55224e19"
"1521",2011,44,6,17.2,1,NA,"calf","55224e19"
"1522",2012,49,9,11.25,1.22222222222222,NA,"calf","55224e19"
"1523",2012,1,1,NA,1,NA,"calf","6de08f06"
"1524",2015,3,2,8,1,NA,"juvenile","6de08f06"
"1525",2013,7,3,21.5,1,NA,"calf","6de08f06"
"1526",2012,4,1,NA,1,NA,"adult","24a7cc27"
"1527",2014,1,1,NA,2,"female","adult","1c650d38"
"1528",2012,6,1,NA,1,"female","adult","1c650d38"
"1529",2013,27,2,77,1,"male","adult","0225fb53"
"1530",2015,8,2,118,1,"male","adult","0225fb53"
"1531",2012,7,1,NA,1,"male","adult","0225fb53"
"1532",2014,19,2,23,1,"male","adult","0225fb53"
"1533",2015,40,2,137,1,NA,"adult","3ae73a4c"
"1534",2013,7,3,87.5,1.33333333333333,NA,"adult","3ae73a4c"
"1535",2012,1,1,NA,1,NA,"adult","3ae73a4c"
"1536",2014,15,3,74,1,NA,"adult","3ae73a4c"
"1537",2013,21,1,NA,1,"male","juvenile","73a0796d"
"1538",2015,4,2,43,1,"male","adult","73a0796d"
"1539",2012,4,1,NA,1,"male","juvenile","73a0796d"
"1540",2014,9,1,NA,1,"male","adult","73a0796d"
"1541",2012,5,1,NA,1,NA,"adult","4b62b872"
"1542",2013,18,2,11,1,NA,"adult","4b62b872"
"1543",2015,2,2,65,1,NA,"adult","4b62b872"
"1544",2014,7,1,NA,2,NA,"adult","4b62b872"
"1545",2012,3,2,50,1,"male","adult","e12eff2f"
"1546",2012,3,2,141,1,"female","adult","d9ec3e30"
"1547",2013,7,1,NA,1,"female","adult","d9ec3e30"
"1548",2014,3,2,1,1,"male","adult","90ab7d11"
"1549",2015,2,1,NA,1,"male","adult","90ab7d11"
"1550",2012,8,2,25,1,"male","adult","90ab7d11"
"1551",2015,64,2,22,1,"female","adult","a869bc0e"
"1552",2014,22,4,29.3333333333333,1.25,"female","adult","a869bc0e"
"1553",2013,35,1,NA,1,"female","adult","a869bc0e"
"1554",2012,18,NA,NA,NA,"female","adult","a869bc0e"
"1555",2013,14,2,1,1,"male","adult","1f42f5ea"
"1556",2014,10,1,NA,1,"male","adult","1f42f5ea"
"1557",2015,2,2,94,1,"male","adult","1f42f5ea"
"1558",2012,7,1,NA,1,"male","adult","1f42f5ea"
"1559",2012,6,NA,NA,NA,"male","adult","278034f5"
"1560",2012,15,3,5.5,1.33333333333333,NA,"juvenile","6ec777d4"
"1561",2012,18,2,114,1,"male","adult","5605b6cb"
"1562",2015,21,1,NA,1,"male","adult","5605b6cb"
"1563",2013,40,4,56.3333333333333,1.5,"male","adult","fc49f196"
"1564",2012,13,3,36,1,"male","adult","fc49f196"
"1565",2014,6,3,7.5,1.33333333333333,"male","adult","fc49f196"
"1566",2012,8,2,20,1,NA,NA,"c48b3089"
"1567",2015,36,4,42.3333333333333,1,"male","adult","8dcc73a8"
"1568",2012,5,2,114,1,"male","adult","8dcc73a8"
"1569",2012,7,3,9,1,"female","adult","b50eb2b7"
"1570",2014,3,2,30,1,"female","adult","b50eb2b7"
"1571",2013,4,1,NA,1,"female","adult","b50eb2b7"
"1572",2015,23,2,85,1,"female","adult","38ebe621"
"1573",2013,14,3,87.5,1,"female","adult","38ebe621"
"1574",2012,6,1,NA,1,"female","adult","38ebe621"
"1575",2013,14,6,37.4,1,NA,"calf","0029273e"
"1576",2012,13,1,NA,1,NA,"calf","0029273e"
"1577",2015,7,1,NA,1,"female","adult","496e641f"
"1578",2013,1,1,NA,1,"female","adult","496e641f"
"1579",2012,16,1,NA,1,"female","adult","496e641f"
"1580",2013,15,3,83,1,"male","adult","71aca500"
"1581",2014,12,2,24,1.5,"male","adult","71aca500"
"1582",2012,7,1,NA,1,"male","adult","71aca500"
"1583",2012,6,1,NA,1,NA,NA,"dbe0e25d"
"1584",2012,39,4,38,1.25,"male","calf","e3222342"
"1585",2014,3,1,NA,1,"female","adult","aa656063"
"1586",2012,31,5,19.5,1.2,"female","adult","aa656063"
"1587",2013,34,3,48,1.66666666666667,"female","adult","aa656063"
"1588",2015,21,4,13.3333333333333,1.25,"female","adult","aa656063"
"1589",2013,19,2,137,1.5,NA,"calf","92a7a17c"
"1590",2012,18,1,NA,1,NA,"calf","92a7a17c"
"1591",2015,18,3,49,1.33333333333333,NA,"calf","92a7a17c"
"1592",2015,11,8,14,1.125,NA,"juvenile","258ce898"
"1593",2012,12,3,35,1,NA,"calf","258ce898"
"1594",2014,12,3,8,1,NA,"juvenile","258ce898"
"1595",2013,15,4,59.3333333333333,1,NA,"juvenile","258ce898"
"1596",2012,8,1,NA,1,"female","adult","1d4e2987"
"1597",2014,14,1,NA,1,"female","adult","1d4e2987"
"1598",2012,2,1,NA,1,NA,"adult","54096aa6"
"1599",2012,4,2,108,1,"female","adult","6ccbabb9"
"1600",2014,7,4,6.66666666666667,1,"female","adult","6ccbabb9"
"1601",2013,12,2,86,2,"female","adult","6ccbabb9"
"1602",2014,9,1,NA,1,"male","adult","c687ece4"
"1603",2012,4,1,NA,1,"male","adult","c687ece4"
"1604",2013,9,3,54.5,1,"male","adult","c687ece4"
"1605",2013,16,4,36.6666666666667,1.5,NA,"calf","fe452dfb"
"1606",2012,16,3,13.5,1,NA,NA,"fe452dfb"
"1607",2013,1,1,NA,1,NA,"calf","b7026eda"
"1608",2012,18,1,NA,1,NA,"calf","b7026eda"
"1609",2013,22,3,11.5,1.33333333333333,"female","adult","8fc0afc5"
"1610",2015,2,3,56.5,1,"female","adult","8fc0afc5"
"1611",2012,8,1,NA,1,"female","adult","8fc0afc5"
"1612",2012,6,NA,NA,NA,NA,NA,"77b9c1b7"
"1613",2012,3,2,78,1,NA,"adult","4f7b00a8"
"1614",2013,10,1,NA,1,NA,"adult","4f7b00a8"
"1615",2015,2,4,43.6666666666667,1,NA,"adult","4f7b00a8"
"1616",2012,39,4,38,1.25,"female","adult","063c4389"
"1617",2015,1,1,NA,1,NA,"adult","3efe8296"
"1618",2012,5,1,NA,1,NA,"adult","3efe8296"
"1619",2013,7,1,NA,1,NA,"adult","3efe8296"
"1620",2012,16,1,NA,1,NA,"calf","94b2c5cb"
"1621",2013,5,1,NA,1,"male","adult","ac7004d4"
"1622",2012,18,2,114,1,"male","adult","ac7004d4"
"1623",2015,21,1,NA,1,"male","adult","ac7004d4"
"1624",2012,4,1,NA,1,"female","adult","e53747f5"
"1625",2013,3,1,NA,1,NA,"adult","ddf586ea"
"1626",2012,1,1,NA,1,NA,"adult","ddf586ea"
"1627",2014,21,4,49.3333333333333,1,NA,"adult","ddf586ea"
"1628",2014,9,2,53,1.5,"male","adult","6adecf0e"
"1629",2013,14,2,20,1.5,"male","adult","6adecf0e"
"1630",2015,78,2,36,1,"male","adult","6adecf0e"
"1631",2012,7,1,NA,1,"male","adult","6adecf0e"
"1632",2014,3,2,13,1,NA,"juvenile","521c0e11"
"1633",2013,33,3,38.5,1.33333333333333,NA,"calf","521c0e11"
"1634",2012,35,4,34.6666666666667,1,NA,"calf","521c0e11"
"1635",2015,2,3,61,1,NA,"juvenile","521c0e11"
"1636",2012,1,1,NA,1,NA,"calf","1b5b4d30"
"1637",2012,1,1,NA,1,NA,"adult","23998c2f"
"1638",2015,15,5,43.25,1.2,"male","adult","89d5cb72"
"1639",2013,21,5,30.75,1,"male","adult","89d5cb72"
"1640",2012,20,6,19.8,1,"male","adult","89d5cb72"
"1641",2014,21,6,32,1,"male","adult","89d5cb72"
"1642",2012,5,1,NA,1,"female","adult","b1170a6d"
"1643",2012,6,1,NA,1,NA,NA,"f850494c"
"1644",2013,40,5,30.75,1.4,"female","adult","c0928853"
"1645",2014,9,1,NA,2,"female","adult","c0928853"
"1646",2015,14,6,22.8,1.16666666666667,"female","adult","c0928853"
"1647",2012,24,4,34.6666666666667,1,"female","adult","c0928853"
"1648",2014,3,1,NA,1,"male","adult","4d77dcc5"
"1649",2013,13,3,89,1.33333333333333,"male","adult","4d77dcc5"
"1650",2012,9,1,NA,1,"male","adult","4d77dcc5"
"1651",2013,37,4,58.3333333333333,1.25,NA,"adult","75b51dda"
"1652",2012,6,1,NA,1,NA,"adult","75b51dda"
"1653",2014,8,3,19,1.33333333333333,NA,"adult","75b51dda"
"1654",2014,14,2,11,2,"male","adult","3cf25efb"
"1655",2015,1,1,NA,1,"male","adult","3cf25efb"
"1656",2013,31,5,32.5,1.2,"male","adult","3cf25efb"
"1657",2012,5,1,NA,1,"male","adult","3cf25efb"
"1658",2014,10,2,85,2,NA,"calf","04309fe4"
"1659",2013,41,3,24.5,1,NA,"calf","04309fe4"
"1660",2012,6,1,NA,1,NA,"calf","04309fe4"
"1661",2015,16,1,NA,1,NA,"calf","04309fe4"
"1662",2012,16,1,NA,1,"female","adult","ae7cd8b9"
"1663",2013,5,2,77,1.5,"female","adult","96be19a6"
"1664",2012,15,1,NA,1,"female","adult","96be19a6"
"1665",2012,23,3,55.5,1,"male","adult","dff95a87"
"1666",2013,11,3,75.5,1,"male","adult","dff95a87"
"1667",2015,9,2,45,1,NA,"calf","e73b9b98"
"1668",2014,23,2,113,1,NA,"calf","e73b9b98"
"1669",2013,32,2,95,2,NA,"calf","e73b9b98"
"1670",2012,19,2,40,1.5,NA,"calf","e73b9b98"
"1671",2014,10,1,NA,2,"male","adult","5010d27c"
"1672",2012,9,2,14,1,"male","adult","5010d27c"
"1673",2015,2,3,47,1,"male","adult","5010d27c"
"1674",2013,14,2,1,1,"male","adult","5010d27c"
"1675",2012,4,1,NA,1,NA,"adult","68d21363"
"1676",2013,4,1,NA,1,NA,"adult","68d21363"
"1677",2012,3,2,141,1,NA,NA,"21955042"
"1678",2013,18,3,69.5,1,"male","adult","1957915d"
"1679",2012,6,1,NA,1,"male","adult","1957915d"
"1680",2012,16,1,NA,1,"male","adult","b31bd600"
"1681",2012,5,1,NA,1,NA,"adult","8bd9171f"
"1682",2012,18,1,NA,2,"female","adult","c29e543e"
"1683",2013,19,2,39,1,"female","adult","c29e543e"
"1684",2014,24,5,9.75,1.6,"female","adult","c29e543e"
"1685",2014,6,2,5,1.5,"male","adult","fa5c9521"
"1686",2013,40,4,56.3333333333333,1.25,"male","adult","fa5c9521"
"1687",2012,17,3,33,1,"male","adult","fa5c9521"
"1688",2012,18,1,NA,1,"male","adult","e91d8e9b"
"1689",2013,4,1,NA,1,"male","adult","e91d8e9b"
"1690",2012,6,1,NA,1,NA,"calf","d1df4f84"
"1691",2015,2,1,NA,2,NA,"calf","98980ca5"
"1692",2013,25,5,18,1,NA,"calf","98980ca5"
"1693",2012,11,5,25.75,1,NA,"calf","98980ca5"
"1694",2014,1,1,NA,1,NA,"calf","98980ca5"
"1695",2015,14,2,35,1,"female","adult","a05acdba"
"1696",2012,27,6,17.6,1.16666666666667,"female","adult","a05acdba"
"1697",2013,14,1,NA,1,"female","adult","a05acdba"
"1698",2015,36,4,42.3333333333333,1,"male","adult","0a168ae7"
"1699",2012,18,2,114,1,"male","adult","0a168ae7"
"1700",2014,27,3,8.5,1,"female","adult","32d44bf8"
"1701",2015,33,8,19.2857142857143,1.125,"female","adult","32d44bf8"
"1702",2012,6,2,96,1,"female","adult","32d44bf8"
"1703",2013,4,3,23,1,"female","adult","32d44bf8"
"1704",2012,7,1,NA,1,NA,"calf","7b9308d9"
"1705",2013,6,3,14,1,NA,"juvenile","4351c9c6"
"1706",2015,4,9,14.375,1.11111111111111,NA,"juvenile","4351c9c6"
"1707",2012,10,6,14.8,1,NA,"juvenile","4351c9c6"
"1708",2015,1,2,165,1,"female","adult","f47a8022"
"1709",2014,7,2,68,1.5,"female","adult","f47a8022"
"1710",2013,8,2,86,1,"female","adult","f47a8022"
"1711",2012,19,2,54,1,"female","adult","f47a8022"
"1712",2012,16,1,NA,1,"female","adult","ccb8413d"
"1713",2015,17,2,120,1,"female","adult","ccb8413d"
"1714",2012,16,1,NA,1,NA,"calf","85ff021c"
"1715",2015,2,2,90,1,NA,"calf","bd3dc303"
"1716",2014,9,6,32.6,1.16666666666667,NA,"calf","bd3dc303"
"1717",2012,9,1,NA,1,NA,NA,"bd3dc303"
"1718",2013,8,4,19.3333333333333,1.5,NA,"calf","bd3dc303"
"1719",2013,11,3,31,1,"male","adult","1771845e"
"1720",2014,10,2,6,1,"male","adult","1771845e"
"1721",2015,23,5,27.25,1.2,"male","adult","1771845e"
"1722",2012,14,4,43.6666666666667,1,"male","adult","1771845e"
"1723",2012,18,1,NA,1,"male","adult","2fb34541"
"1724",2015,18,2,18,1,"male","adult","2fb34541"
"1725",2014,9,8,23.2857142857143,1.125,"female","adult","66f40660"
"1726",2013,8,4,19.3333333333333,1.5,"female","adult","66f40660"
"1727",2012,9,1,NA,1,"female","adult","66f40660"
"1728",2015,60,6,31.8,1.33333333333333,"female","adult","66f40660"
"1729",2013,14,2,1,1,"male","adult","5e36c77f"
"1730",2012,2,1,NA,1,"male","adult","5e36c77f"
"1731",2014,12,2,24,1.5,"male","adult","5e36c77f"
"1732",2012,15,5,32.75,1,"male","adult","d3d393e9"
"1733",2014,27,4,2.33333333333333,1,"male","adult","d3d393e9"
"1734",2015,32,5,43,1,"male","adult","d3d393e9"
"1735",2013,11,3,31,1,"male","adult","d3d393e9"
"1736",2012,18,3,6,1,NA,NA,"eb1152f6"
"1737",2012,13,2,114,1.5,"male","adult","a25611d7"
"1738",2014,13,3,7,1,"male","adult","a25611d7"
"1739",2013,7,2,92,1,"male","adult","a25611d7"
"1740",2013,12,4,11.6666666666667,1.25,"male","adult","9a94d0c8"
"1741",2012,14,2,18,1,"male","adult","9a94d0c8"
"1742",2015,57,2,39,1,"male","adult","9a94d0c8"
"1743",2012,1,1,NA,1,NA,"adult","30d89795"
"1744",2012,8,1,NA,1,"male","adult","081a568a"
"1745",2014,19,2,23,1,"male","adult","081a568a"
"1746",2013,23,4,55.3333333333333,1.75,"male","calf","415d15ab"
"1747",2012,10,2,63,1.5,"male","calf","415d15ab"
"1748",2015,14,2,69,1,NA,"calf","799fd4b4"
"1749",2012,12,1,NA,1,NA,NA,"799fd4b4"
"1750",2013,10,1,NA,2,NA,"calf","799fd4b4"
