Code Sex BirthYear DeathYear AgeAtDeath FemaleLBS FemaleLRS ShotOrNot Group Status DeathType MaleLBS animal LBS GGImm Imm Mother
RUF02 Female 2002 NA NA 11 1 Living 3 L NA NA RUF02 11 0.34375 loc GOD97
RUF03 Male 2003 2004 0 NA NA DeadNotShot 1 D N 0 RUF03 0 0.5625 loc GOD97
RUF04 Female 2004 2005 0 0 0 DeadNotShot 1 D N NA RUF04 0 0.5625 loc GOD97
RUF05 Female 2005 2006 0 0 0 DeadNotShot 1 D N NA RUF05 0 0.28125 loc GOD97
RUF06 Male 2006 2009 3 NA NA Shot 3 D S 0 RUF06 0 0.15625 loc GOD97
RUF07 Female 2007 2008 0 0 0 DeadNotShot 1 D N NA RUF07 0 0.5 loc GOD97
RUF08 Female 2008 2009 0 0 0 DeadNotShot 1 D N NA RUF08 0 0.46875 loc GOD97
RUF09 Female 2009 NA NA 4 2 Living 3 L NA NA RUF09 4 0.46875 loc GOD97
RUF10 Male 2010 2011 0 NA NA DeadNotShot 1 D N 0 RUF10 0 0.5 loc GOD97
RUF12 Male 2012 2016 4 NA NA Shot 3 D S 0 RUF12 0 0.5625 loc GOD97
RUFOU Male 1976 NA NA NA NA DeadNotShot 2 D NA 0 RUFOU 0 1 Imm NA
RUI09 Female 2009 2010 1 0 0 Shot 3 D S NA RUI09 0 0.421875 loc KLD05
RUI10 Male 2010 NA NA NA NA Living 3 L NA 0 RUI10 0 0.328125 loc KLD05
RUINS Male 1994 NA NA NA NA DeadNotShot 2 D NA 0 RUINS 0 1 Imm NA
RUM00 Female 2000 NA NA 0 0 DeadNotShot 2 U NA NA RUM00 0 0.25 loc STI96
RUM01 Female 2001 2013 12 5 0 DeadNotShot 1 D C NA RUM01 5 0.65625 loc STI96
RUM03 Male 2003 2015 12 NA NA Shot 3 D S 3 RUM03 3 0.65625 loc STI96
RUM04 Male 2004 NA NA NA NA Living 3 L NA 13 RUM04 13 0.65625 loc STI96
RUM06 Male 2006 2007 0 NA NA DeadNotShot 1 D N 0 RUM06 0 0.25 loc STI96
RUM07 Male 2007 2012 5 NA NA Shot 3 D S 0 RUM07 0 0.59375 loc STI96
RUM09 Female 2009 NA NA 4 2 Living 3 L NA NA RUM09 4 0.5703125 loc STI96
RUM13 Male 2013 2013 0 NA NA DeadNotShot 1 D N 0 RUM13 0 0.296875 loc STI96
RUM99 Female 1999 2000 0 0 0 DeadNotShot 1 D N NA RUM99 0 0.25 loc STI96
RUSTY Male 2003 2011 8 NA NA DeadNotShot 1 D R 9 RUSTY 9 1 Imm NA
S0386 Male NA NA NA NA NA DeadNotShot 2 D NA 0 S0386 0 1 Imm NA
S0692 Male 1989 NA NA NA NA DeadNotShot 2 D NA 0 S0692 0 1 Imm NA
S0883 Male NA NA NA NA NA DeadNotShot 2 U NA 0 S0883 0 1 Imm NA
S1091 Male 1987 NA NA NA NA DeadNotShot 2 D NA 0 S1091 0 1 Imm NA
S1094 Male 1990 NA NA NA NA DeadNotShot 2 D NA 0 S1094 0 1 Imm NA
S1292 Male 1989 NA NA NA NA DeadNotShot 2 D NA 0 S1292 0 1 Imm NA
S1692 Male 1988 NA NA NA NA DeadNotShot 2 D NA 0 S1692 0 1 Imm NA
S1789 Male NA NA NA NA NA DeadNotShot 2 D NA 0 S1789 0 1 Imm NA
S1890 Male NA NA NA NA NA DeadNotShot 2 U NA 0 S1890 0 1 Imm NA
S1892 Male NA NA NA NA NA DeadNotShot 2 D NA 0 S1892 0 1 Imm NA
S2192 Male 1989 NA NA NA NA DeadNotShot 2 D NA 0 S2192 0 1 Imm NA
S2393 Male 1990 NA NA NA NA DeadNotShot 2 D NA 0 S2393 0 1 Imm NA
SADAM Male 1976 NA NA NA NA DeadNotShot 2 D NA 0 SADAM 0 1 Imm NA
SAF80 Female 1980 1999 18 9 7 DeadNotShot 1 D N NA SAF80 9 0.5 loc CRT76
SAF82 Male 1982 1993 10 NA NA DeadNotShot 1 D N 9 SAF82 9 0.5 loc CRT76
SAF83 Male 1983 1984 0 NA NA DeadNotShot 1 D N 0 SAF83 0 0.25 loc CRT76
SAF84 Male 1984 1987 3 NA NA DeadNotShot 1 D A 0 SAF84 0 0.25 loc CRT76
SAF85 Male 1985 1999 13 NA NA DeadNotShot 1 D N 8 SAF85 8 0.25 loc CRT76
SAF88 Male 1988 NA NA NA NA DeadNotShot 2 D NA 16 SAF88 16 0.25 loc CRT76
SAF89 Male 1989 NA NA NA NA DeadNotShot 2 D NA 1 SAF89 1 0.375 loc CRT76
SAF90 Male 1990 1991 0 NA NA DeadNotShot 1 D N 0 SAF90 0 0.625 loc CRT76
SAF92 Male 1992 1993 0 NA NA DeadNotShot 1 D N 0 SAF92 0 0.75 loc CRT76
SAFIO Female 2000 NA NA 0 0 DeadNotShot 2 D NA NA SAFIO 0 1 Imm NA
SAG00 Male 2000 NA NA NA NA DeadNotShot 2 U NA 0 SAG00 0 0.28125 loc SEM95
SAG03 Male 2003 2005 1 NA NA DeadNotShot 1 D N 0 SAG03 0 0.515625 loc SEM95
SAG04 Female 2004 2005 0 0 0 DeadNotShot 1 D N NA SAG04 0 0.3125 loc SEM95
SAG06 Female 2006 2006 0 0 0 DeadNotShot 1 D Q NA SAG06 0 0.5625 loc SEM95
SAG07 Female 2007 2008 0 0 0 DeadNotShot 1 D N NA SAG07 0 0.15625 loc SEM95
SAG08 Male 2008 2009 0 NA NA DeadNotShot 1 D N 0 SAG08 0 0.453125 loc SEM95
SAG10 Male 2010 2010 0 NA NA DeadNotShot 1 D Q 0 SAG10 0 0.2890625 loc SEM95
SAG13 Female 2013 2014 0 0 0 DeadNotShot 1 D N NA SAG13 0 0.65625 loc SEM95
SAG99 Male 1999 1999 0 NA NA DeadNotShot 1 D B 0 SAG99 0 0.28125 loc SEM95
SAGGY Male 1965 1979 13 NA NA DeadNotShot 1 D N 13 SAGGY 13 0 base NA
SAL90 Male 1990 1990 0 NA NA DeadNotShot 1 D Q 0 SAL90 0 0 loc SIE84
SAL95 Male 1995 NA NA NA NA DeadNotShot 2 D NA 0 SAL95 0 0 loc SIE84
SAM88 Female 1988 1989 0 0 0 DeadNotShot 1 D N NA SAM88 0 0.25 loc CAL84
SAM90 Male 1990 1991 0 NA NA DeadNotShot 1 D N 0 SAM90 0 0.375 loc CAL84
SAM91 Male 1991 1992 0 NA NA DeadNotShot 1 D N 0 SAM91 0 0.5 loc CAL84
SAM92 Male 1992 1993 0 NA NA DeadNotShot 1 D N 0 SAM92 0 0.5 loc CAL84
SAM94 Female 1994 2016 21 10 8 DeadNotShot 1 D Q NA SAM94 10 0.5 loc CAL84
SAM95 Female 1995 1999 4 1 0 DeadNotShot 1 D C NA SAM95 1 0.25 loc CAL84
SAM97 Male 1997 2005 7 NA NA DeadNotShot 1 D Q 2 SAM97 2 0.625 loc CAL84
SAM98 Male 1998 NA NA NA NA DeadNotShot 2 D NA 0 SAM98 0 0.34375 loc CAL84
SAM99 Female 1999 2000 0 0 0 DeadNotShot 1 D N NA SAM99 0 0.25 loc CAL84
SAMES Male 1974 1980 6 NA NA DeadNotShot 1 D Q 0 SAMES 0 1 Imm NA
SAMSS Male 1964 1976 11 NA NA DeadNotShot 1 D N 0 SAMSS 0 0 base NA
SANDY Male 1994 2005 10 NA NA DeadNotShot 1 D Q 13 SANDY 13 0.625 loc PEN89
SANTR Male 1994 2002 7 NA NA DeadNotShot 1 D Q 0 SANTR 0 1 Imm NA
SAO00 Male 2000 NA NA NA NA DeadNotShot 2 D NA 0 SAO00 0 0.015625 loc TOS96
SAO02 Female 2002 2003 1 0 0 Shot 3 D S NA SAO02 0 0.453125 loc TOS96
SAP06 Male 2006 2007 0 NA NA DeadNotShot 1 D N 0 SAP06 0 0.328125 loc RBY02
SAP08 Male 2008 2009 0 NA NA DeadNotShot 1 D Q 0 SAP08 0 0.828125 loc RBY02
SAP09 Male 2009 NA NA NA NA Living 3 L NA 0 SAP09 0 0.734375 loc RBY02
SAP11 Male 2011 2012 0 NA NA DeadNotShot 1 D N 0 SAP11 0 0.828125 loc RBY02
SAP12 Female 2012 NA NA 0 0 Living 3 L NA NA SAP12 0 0.328125 loc RBY02
SAP16 Female 2016 2017 0 0 0 DeadNotShot 1 D N NA SAP16 0 0.828125 loc RBY02
SARGA Male 2006 NA NA NA NA Living 3 L NA 11 SARGA 11 0.75 loc NA
SAT87 Male 1987 1989 1 NA NA DeadNotShot 1 D N 0 SAT87 0 0.25 loc CLM82
SAU00 Male 2000 2000 0 NA NA Shot 3 D S 0 SAU00 0 0.03125 loc OCC89
SAU92 Male 1992 NA NA NA NA DeadNotShot 2 D NA 0 SAU92 0 0.40625 loc OCC89
SAU94 Male 1994 NA NA NA NA DeadNotShot 2 D NA 0 SAU94 0 0.03125 loc OCC89
SAU95 Female 1995 1997 1 0 0 Shot 3 D S NA SAU95 0 0.03125 loc OCC89
SAU96 Male 1996 NA NA NA NA DeadNotShot 2 D Q 0 SAU96 0 0.03125 loc OCC89
SAX00 Female 2000 2004 4 1 0 Shot 3 D S NA SAX00 1 0.28125 loc TAM93
SAX03 Female 2003 2006 2 0 0 DeadNotShot 1 D Q NA SAX03 0 0.1875 loc TAM93
SAX97 Female 1997 2002 5 2 0 Shot 3 D S NA SAX97 2 0.6875 loc TAM93
SAX98 Female 1998 2005 7 2 1 Shot 3 D S NA SAX98 2 0.6875 loc TAM93
SAX99 Female 1999 2005 6 3 0 Shot 3 D S NA SAX99 3 0.625 loc TAM93
SCA91 Male 1991 1992 0 NA NA DeadNotShot 1 D N 0 SCA91 0 0.5625 loc LOB86
SCA93 Male 1993 1993 0 NA NA DeadNotShot 1 D Q 0 SCA93 0 0.4375 loc LOB86
SCA95 Male 1995 1997 1 NA NA DeadNotShot 1 D N 0 SCA95 0 0.625 loc LOB86
SCA98 Female 1998 1998 0 0 0 DeadNotShot 1 D D NA SCA98 0 0.3125 loc LOB86
SCA99 Male 1999 1999 0 NA NA DeadNotShot 1 D N 0 SCA99 0 0.3125 loc LOB86
SCARI Male 1974 NA NA NA NA DeadNotShot 2 D NA 0 SCARI 0 1 Imm NA
SCI85 Male 1985 1986 0 NA NA DeadNotShot 1 D N 0 SCI85 0 0 loc BLO80
SCI87 Male 1987 2001 13 NA NA DeadNotShot 1 D Q 25 SCI87 25 0.25 loc BLO80
SCO71 Male 1971 1979 8 NA NA DeadNotShot 1 D Q 6 SCO71 6 0.5 loc SCOLL
SCO72 Male 1972 1982 10 NA NA DeadNotShot 1 D Q 0 SCO72 0 0 loc SCOLL
SCO74 Female 1974 1986 11 5 3 DeadNotShot 1 D N NA SCO74 5 0 loc SCOLL
SCO75 Male 1975 1988 12 NA NA DeadNotShot 1 D N 2 SCO75 2 0 loc SCOLL
SCO76 Female 1976 1994 17 11 8 DeadNotShot 1 D N NA SCO76 11 0.5 loc SCOLL
SCO77 Male 1977 1991 13 NA NA DeadNotShot 1 D N 0 SCO77 0 0 loc SCOLL
SCO78 Male 1978 1992 13 NA NA DeadNotShot 1 D N 2 SCO78 2 0 loc SCOLL
SCO79 Female 1979 1980 1 0 0 DeadNotShot 1 D N NA SCO79 0 0 loc SCOLL
SCO81 Male 1981 1993 11 NA NA DeadNotShot 1 D N 5 SCO81 5 0.5 loc SCOLL
SCO83 Female 1983 1990 6 2 1 DeadNotShot 1 D N NA SCO83 2 0 loc SCOLL
SCOLL Female 1967 1986 18 11 9 DeadNotShot 1 D N NA SCOLL 11 0 base NA
SCOWL Male 1988 2002 13 NA NA DeadNotShot 1 D N 4 SCOWL 4 1 loc NA
SCP07 Male 2007 2008 0 NA NA DeadNotShot 1 D N 0 SCP07 0 0.5625 loc EID03
SCP09 Male 2009 2013 4 NA NA Shot 3 D S 0 SCP09 0 0.46875 loc EID03
SCP12 Male 2012 2012 0 NA NA DeadNotShot 1 D D 0 SCP12 0 0.8125 loc EID03
SCP13 Male 2013 2013 0 NA NA DeadNotShot 1 D D 0 SCP13 0 0.75 loc EID03
SCP14 Male 2014 2015 0 NA NA DeadNotShot 1 D N 0 SCP14 0 0.71875 loc EID03
SCP15 Male 2015 NA NA NA NA Living 3 L NA 0 SCP15 0 0.578125 loc EID03
SCR00 Male 2000 2003 3 NA NA Shot 3 D S 0 SCR00 0 0.96875 loc GRA93
SCR01 Male 2001 2004 3 NA NA Shot 3 D S 0 SCR01 0 0.8125 loc GRA93
SCR03 Male 2003 2006 3 NA NA Shot 3 D S 0 SCR03 0 0.625 loc GRA93
SCR04 Female 2004 NA NA 8 2 Living 3 L NA NA SCR04 8 0.625 loc GRA93
SCR06 Female 2006 NA NA 4 0 Living 3 L NA NA SCR06 4 0.625 loc GRA93
SCR07 Female 2007 2008 0 0 0 DeadNotShot 1 D N NA SCR07 0 0.875 loc GRA93
SCR97 Female 1997 1998 0 0 0 DeadNotShot 1 D N NA SCR97 0 0.46875 loc GRA93
SCR99 Male 1999 1999 0 NA NA DeadNotShot 1 D Q 0 SCR99 0 0.96875 loc GRA93
SCRAT Male 2006 NA NA NA NA Living 3 L NA 7 SCRAT 7 1 Imm NA
SCT03 Male 2003 2006 3 NA NA Shot 3 D S 0 SCT03 0 0.59375 loc CRM99
SCT05 Male 2005 2009 4 NA NA Shot 3 D S 0 SCT05 0 0.1875 loc CRM99
SCT07 Male 2007 2010 3 NA NA Shot 3 D S 0 SCT07 0 0.53125 loc CRM99
SCT09 Female 2009 2014 5 3 0 Shot 3 D S NA SCT09 3 0.53125 loc CRM99
SDVIW Male 1960 1976 15 NA NA DeadNotShot 1 D N 2 SDVIW 2 0 base NA
SDY13 Female 2013 2016 3 1 0 Shot 3 D S NA SDY13 1 0.59765625 loc RUM09
SDY14 Female 2014 NA NA 0 0 Living 3 L NA NA SDY14 0 0.78515625 loc RUM09
SDY15 Male 2015 NA NA NA NA Living 3 L NA 0 SDY15 0 0.61328125 loc RUM09
SDY16 Female 2016 NA NA 0 0 Living 3 L NA NA SDY16 0 0.28515625 loc RUM09
SEE93 Female 1993 1995 2 0 0 DeadNotShot 1 D N NA SEE93 0 0.65625 loc SES89
SEE95 Male 1995 NA NA NA NA DeadNotShot 2 D NA 1 SEE95 1 0.40625 loc SES89
SEE96 Male 1996 2005 8 NA NA DeadNotShot 1 D N 0 SEE96 0 0.171875 loc SES89
SEELS Male 1976 NA NA NA NA DeadNotShot 2 D NA 0 SEELS 0 1 Imm NA
SEM88 Male 1988 1989 0 NA NA DeadNotShot 1 D N 0 SEM88 0 0 loc WHE84
SEM90 Male 1990 1993 2 NA NA DeadNotShot 1 D N 0 SEM90 0 0 loc WHE84
SEM91 Female 1991 1992 0 0 0 DeadNotShot 1 D N NA SEM91 0 0.25 loc WHE84
SEM92 Male 1992 1993 0 NA NA DeadNotShot 1 D N 0 SEM92 0 0.125 loc WHE84
SEM94 Male 1994 2002 8 NA NA Shot 3 D S 0 SEM94 0 0.125 loc WHE84
SEM95 Female 1995 2014 18 9 1 DeadNotShot 1 D N NA SEM95 9 0.3125 loc WHE84
SEP77 Male 1977 1988 11 NA NA Shot 3 D S 4 SEP77 4 0.25 loc CHO73
SEP78 Male 1978 1985 7 NA NA Shot 3 D S 2 SEP78 2 0 loc CHO73
SEP80 Male 1980 NA NA NA NA DeadNotShot 2 D NA 0 SEP80 0 0 loc CHO73
SEP82 Male 1982 1982 0 NA NA DeadNotShot 1 D Q 0 SEP82 0 0 loc CHO73
SEP83 Male 1983 2000 16 NA NA DeadNotShot 1 D N 6 SEP83 6 0.5 loc CHO73
SEP84 Female 1984 1996 11 7 3 DeadNotShot 1 D N NA SEP84 7 0 loc CHO73
SEP86 Male 1986 1989 3 NA NA DeadNotShot 1 D Q 0 SEP86 0 0 loc CHO73
SEP87 Female 1987 1988 0 0 0 DeadNotShot 1 D N NA SEP87 0 0.375 loc CHO73
SEQ01 Female 2001 2017 15 12 8 DeadNotShot 1 D N NA SEQ01 12 0.71875 loc SYC91
SEQ03 Male 2003 2008 5 NA NA Shot 3 D S 0 SEQ03 0 0.375 loc SYC91
SEQ05 Female 2005 NA NA 9 6 Living 3 L NA NA SEQ05 9 0.515625 loc SYC91
SEQ07 Male 2007 NA NA NA NA Living 3 L NA 4 SEQ07 4 0.65625 loc SYC91
SEQ95 Female 1995 2005 10 5 4 Shot 3 D S NA SEQ95 5 0.46875 loc SYC91
SEQ96 Female 1996 2011 14 6 3 DeadNotShot 1 D N NA SEQ96 6 0.46875 loc SYC91
SEQ97 Male 1997 1997 0 NA NA DeadNotShot 1 D Q 0 SEQ97 0 0.71875 loc SYC91
SEQ98 Male 1998 2005 7 NA NA Shot 3 D S 1 SEQ98 1 0.71875 loc SYC91
SEQ99 Female 1999 2013 14 7 4 DeadNotShot 1 D N NA SEQ99 7 0.59375 loc SYC91
SER01 Female 2001 2002 0 0 0 DeadNotShot 1 D N NA SER01 0 0.5 loc HRM95
SER99 Male 1999 2000 0 NA NA DeadNotShot 1 D N 0 SER99 0 0.84375 loc HRM95
SEREN Male 1970 NA NA NA NA DeadNotShot 2 D NA 0 SEREN 0 1 Imm NA
SES87 Male 1987 1989 1 NA NA DeadNotShot 1 D N 0 SES87 0 0.3125 loc HAR82
SES88 Male 1988 1989 0 NA NA DeadNotShot 1 D N 0 SES88 0 0.3125 loc HAR82
SES89 Female 1989 1996 7 3 3 DeadNotShot 1 D Q NA SES89 3 0.3125 loc HAR82
SES91 Male 1991 1991 0 NA NA DeadNotShot 1 D E 0 SES91 0 0.1875 loc HAR82
SES92 Male 1992 1993 0 NA NA DeadNotShot 1 D N 0 SES92 0 0.3125 loc HAR82
SES94 Male 1994 1995 0 NA NA DeadNotShot 1 D N 0 SES94 0 0.4375 loc HAR82
SEY92 Female 1992 2002 9 4 0 Shot 3 D S NA SEY92 4 0.625 loc SUR89
SFY06 Female 2006 2012 6 0 0 Shot 3 D S NA SFY06 0 0.6328125 loc ROM02
SGAOR Female NA NA NA 1 0 DeadNotShot 2 U NA NA SGAOR 1 1 Imm NA
SHA92 Female 1992 1993 0 0 0 DeadNotShot 1 D N NA SHA92 0 0.09375 loc BCL87
SHADO Male 2005 2012 6 NA NA DeadNotShot 1 D Q 0 SHADO 0 1 Imm NA
SHAGG Male 2003 2015 12 NA NA Shot 3 D S 13 SHAGG 13 1 Imm NA
SHAMU Male 1962 NA NA NA NA DeadNotShot 2 D NA 0 SHAMU 0 0 base NA
SHARK Male 1989 NA NA NA NA DeadNotShot 2 D NA 0 SHARK 0 1 Imm NA
SHARP Male 1968 NA NA NA NA DeadNotShot 2 D NA 0 SHARP 0 0 base NA
SHE12 Female 2012 2014 1 0 0 Shot 3 D S NA SHE12 0 0.421875 loc DID09
SHI99 Male 1999 1999 0 NA NA DeadNotShot 1 D N 0 SHI99 0 0.90625 loc GRA95
SHL01 Female 2001 2002 1 0 0 DeadNotShot 1 D N NA SHL01 0 0.71875 loc GRA96
SHL04 Female 2004 2005 0 0 0 DeadNotShot 1 D N NA SHL04 0 0.59375 loc GRA96
SHN02 Female 2002 2002 0 0 0 Shot 3 D S NA SHN02 0 0.828125 loc HEB98
SHO16 Female 2016 NA NA 0 0 Living 3 L NA NA SHO16 0 0.9453125 loc CND12
SHORT Male 2006 NA NA NA NA DeadNotShot 2 U NA 0 SHORT 0 1 Imm NA
SHTNK Male 1994 2002 7 NA NA DeadNotShot 1 D Q 6 SHTNK 6 1 Imm NA
SHUVS Male 1975 NA NA NA NA DeadNotShot 2 D NA 0 SHUVS 0 1 Imm NA
SHZ11 Male 2011 NA NA NA NA Living 3 L NA 0 SHZ11 0 0.171875 loc MLT07
SHZ12 Female 2012 2013 0 0 0 Shot 3 D S NA SHZ12 0 0.171875 loc MLT07
SIC75 Male 1975 1981 6 NA NA DeadNotShot 1 D Q 0 SIC75 0 0.25 loc SICKT
SIC77 Male 1977 NA NA NA NA DeadNotShot 2 D NA 0 SIC77 0 0.25 loc SICKT
SIC78 Female 1978 1992 13 5 2 DeadNotShot 1 D N NA SIC78 5 0.25 loc SICKT
SICKT Female 1971 NA NA 4 2 DeadNotShot 2 D NA NA SICKT 4 0.5 loc MOCTT
SID75 Female 1975 1975 0 0 0 DeadNotShot 1 D Q NA SID75 0 0 loc MOL70
SID76 Male 1976 1977 0 NA NA DeadNotShot 1 D N 0 SID76 0 0 loc MOL70
SIE73 Male 1973 1981 7 NA NA DeadNotShot 1 D Q 0 SIE73 0 0 loc LIT70
SIE75 Male 1975 1978 2 NA NA DeadNotShot 1 D N 0 SIE75 0 0 loc LIT70
SIE77 Male 1977 1979 1 NA NA DeadNotShot 1 D N 0 SIE77 0 0 loc LIT70
SIE78 Female 1978 1979 0 0 0 DeadNotShot 1 D N NA SIE78 0 0 loc LIT70
SIE79 Male 1979 1979 0 NA NA DeadNotShot 1 D Q 0 SIE79 0 0.125 loc MEL75
SIE80 Male 1980 NA NA NA NA DeadNotShot 2 D NA 0 SIE80 0 0.125 loc MEL75
SIE81 Female 1981 1982 0 0 0 DeadNotShot 1 D N NA SIE81 0 0 loc LIT70
SIE82 Female 1982 1993 10 3 0 DeadNotShot 1 D N NA SIE82 3 0.625 loc MEL75
SIE83 Female 1983 1984 1 0 0 DeadNotShot 1 D N NA SIE83 0 0 loc LIT70
SIE84 Female 1984 NA NA 3 1 DeadNotShot 2 D NA NA SIE84 3 0 loc LIT70
SIE85 Female 1985 1986 0 0 0 DeadNotShot 1 D N NA SIE85 0 0 loc LIT70
SIG06 Male 2006 2006 0 NA NA DeadNotShot 1 D Q 0 SIG06 0 0.515625 loc RPP03
SIG07 Female 2007 2007 0 0 0 DeadNotShot 1 D A NA SIG07 0 0.671875 loc RPP03
SIG08 Male 2008 2009 0 NA NA DeadNotShot 1 D N 0 SIG08 0 0.65625 loc RPP03
SIG09 Male 2009 2009 0 NA NA DeadNotShot 1 D B 0 SIG09 0 0.671875 loc RPP03
SIL79 Male 1979 1979 0 NA NA DeadNotShot 1 D Q 0 SIL79 0 0 loc LIT70
SIL82 Female 1982 1982 0 0 0 DeadNotShot 1 D Q NA SIL82 0 0 loc LIT70
SIPAL Male 1969 NA NA NA NA DeadNotShot 2 D NA 0 SIPAL 0 0 base NA
SIS83 Female 1983 1984 0 0 0 DeadNotShot 1 D N NA SIS83 0 0.125 loc SIC78
SIS85 Female 1985 NA NA 1 0 DeadNotShot 2 D NA NA SIS85 1 0.125 loc SIC78
SIS87 Male 1987 NA NA NA NA DeadNotShot 2 D NA 0 SIS87 0 0.125 loc SIC78
SIS89 Male 1989 NA NA NA NA DeadNotShot 2 D NA 0 SIS89 0 0.125 loc SIC78
SIS91 Male 1991 1992 0 NA NA DeadNotShot 1 D N 0 SIS91 0 0.375 loc SIC78
SIT10 Male 2010 NA NA NA NA Living 3 L NA 0 SIT10 0 0.640625 loc UKL06
SKA82 Female 1982 1993 10 3 2 DeadNotShot 1 D N NA SKA82 3 0.125 loc LIB78
SKA85 Male 1985 2000 14 NA NA DeadNotShot 1 D N 9 SKA85 9 0.625 loc LIB78
SKA87 Male 1987 1989 1 NA NA DeadNotShot 1 D N 0 SKA87 0 0.625 loc LIB78
SKA90 Male 1990 NA NA NA NA DeadNotShot 2 D NA 0 SKA90 0 0.125 loc LIB78
SKA92 Male 1992 NA NA NA NA DeadNotShot 2 D NA 0 SKA92 0 0.125 loc LIB78
SKI94 Female 1994 2002 8 3 0 DeadNotShot 1 D Q NA SKI94 3 0.375 loc OAT90
SKI95 Male 1995 1995 0 NA NA DeadNotShot 1 D Q 0 SKI95 0 0.265625 loc OAT90
SKI97 Male 1997 1999 1 NA NA DeadNotShot 1 D N 0 SKI97 0 0.265625 loc OAT90
SKI98 Male 1998 1998 0 NA NA DeadNotShot 3 F B 0 SKI98 0 0.25 loc OAT90
SKU01 Female 2001 2001 0 0 0 DeadNotShot 1 D NA NA SKU01 0 0.5625 loc FUL86
SKU91 Female 1991 1991 0 0 0 DeadNotShot 1 D N NA SKU91 0 0.25 loc FUL86
SKU93 Male 1993 1995 2 NA NA DeadNotShot 1 D N 0 SKU93 0 0.5 loc FUL86
SKU94 Female 1994 1995 0 0 0 DeadNotShot 1 D N NA SKU94 0 0.5625 loc FUL86
SKU95 Male 1995 1997 1 NA NA DeadNotShot 1 D N 0 SKU95 0 0.5625 loc FUL86
SKU96 Male 1996 NA NA NA NA DeadNotShot 2 D NA 0 SKU96 0 0.25 loc FUL86
SKU97 Male 1997 2010 13 NA NA DeadNotShot 1 D R 3 SKU97 3 0.375 loc FUL86
SKU99 Female 1999 1999 0 0 0 DeadNotShot 1 D N NA SKU99 0 0.25 loc FUL86
SLA00 Female 2000 NA NA 0 0 DeadNotShot 2 U NA NA SLA00 0 0.46875 loc GEC95
SLA02 Male 2002 NA NA NA NA DeadNotShot 2 U NA 0 SLA02 0 0.09375 loc GEC95
SLA03 Female 2003 2012 9 4 0 DeadNotShot 1 D A NA SLA03 4 0.28125 loc GEC95
SLA06 Female 2006 NA NA 3 0 Living 3 L NA NA SLA06 3 0.09375 loc GEC95
SLA07 Female 2007 NA NA 5 3 Living 3 L NA NA SLA07 5 0.09375 loc GEC95
SLA09 Male 2009 NA NA NA NA Living 3 L NA 0 SLA09 0 0.09375 loc GEC95
SLA12 Female 2012 NA NA 0 0 Living 3 L NA NA SLA12 0 0.4765625 loc GEC95
SLE76 Female 1976 1982 5 2 1 DeadNotShot 1 D Q NA SLE76 2 0 loc THI72
SLE77 Female 1977 1984 6 4 1 DeadNotShot 1 D Q NA SLE77 4 0 loc THI72
SLI80 Male 1980 NA NA NA NA DeadNotShot 2 D NA 0 SLI80 0 0 loc SLE76
SLI81 Male 1981 NA NA NA NA DeadNotShot 2 D NA 0 SLI81 0 0 loc SLE76
SLIMH Female 1966 NA NA 2 0 DeadNotShot 2 D NA NA SLIMH 2 0 base NA
SLIPP Male 1970 1983 12 NA NA DeadNotShot 1 D N 3 SLIPP 3 1 loc NA
SLITE Male NA 2005 NA NA NA DeadNotShot 1 D NA 0 SLITE 0 1 Imm NA
SLITS Male 1982 1990 8 NA NA DeadNotShot 1 D Q 3 SLITS 3 0.75 loc NA
SLITT Male 2009 NA NA NA NA Living 3 L NA 0 SLITT 0 1 Imm NA
SLK15 Female 2015 2015 0 0 0 Shot 3 D S NA SLK15 0 0.21875 loc RPP11
SLL04 Female 2004 2005 0 0 0 DeadNotShot 1 D N NA SLL04 0 0.484375 loc PAN00
SLL06 Male 2006 2009 3 NA NA Shot 3 D S 0 SLL06 0 0.453125 loc PAN00
SLL07 Female 2007 NA NA 5 1 Living 3 L NA NA SLL07 5 0.609375 loc PAN00
SLL09 Female 2009 2014 5 2 0 DeadNotShot 1 D C NA SLL09 2 0.640625 loc PAN00
SLL11 Male 2011 2012 0 NA NA DeadNotShot 1 D N 0 SLL11 0 0.234375 loc PAN00
SLL13 Male 2013 2014 0 NA NA DeadNotShot 1 D N 0 SLL13 0 0.609375 loc PAN00
SLM70 Female 1970 NA NA 0 0 DeadNotShot 2 D NA NA SLM70 0 0 loc SLIMH
SLO00 Female 2000 2001 0 0 0 DeadNotShot 1 D N NA SLO00 0 0.71875 loc GIN93
SLO01 Female 2001 2014 12 6 3 DeadNotShot 1 D N NA SLO01 6 0.21875 loc GIN93
SLO03 Male 2003 2004 0 NA NA DeadNotShot 1 D N 0 SLO03 0 0.359375 loc GIN93
SLO05 Female 2005 NA NA 4 2 Living 3 L NA NA SLO05 4 0.53125 loc GIN93
SLO07 Female 2007 2008 0 0 0 DeadNotShot 1 D N NA SLO07 0 0.5625 loc GIN93
SLO98 Male 1998 2000 1 NA NA DeadNotShot 1 D N 0 SLO98 0 0.71875 loc GIN93
SLO99 Male 1999 2000 0 NA NA DeadNotShot 1 D N 0 SLO99 0 0.71875 loc GIN93
SLOPE Male 1975 NA NA NA NA DeadNotShot 2 D NA 0 SLOPE 0 1 Imm NA
